prior	business	0.22942643391521197
prior	entertainment	0.17356608478802993
prior	politics	0.18753117206982545
prior	sports	0.22942643391521197
prior	tech	0.1800498753117207
Likelihood	sport	well-worked	1.0
Likelihood	sport	scuttle	1.0
Likelihood	sport	dive	1.0
Likelihood	sport	reasserted	1.0
Likelihood	sport	scorched	0.5
Likelihood	sport	petrie.	1.0
Likelihood	sport	dempsey	0.8888888888888888
Likelihood	sport	stringer;	1.0
Likelihood	sport	duffy.	1.0
Likelihood	entertainment	joel	0.7
Likelihood	sport	jutge	1.0
Likelihood	sport	(france)	1.0
Likelihood	entertainment	spike	0.875
Likelihood	entertainment	burt	1.0
Likelihood	entertainment	alda	1.0
Likelihood	entertainment	ossie	1.0
Likelihood	entertainment	activist	0.6428571428571429
Likelihood	entertainment	ruby	1.0
Likelihood	entertainment	dee	1.0
Likelihood	entertainment	riverside	0.6666666666666666
Likelihood	entertainment	belafonte	1.0
Likelihood	entertainment	eulogy.	1.0
Likelihood	entertainment	clinton.	1.0
Likelihood	entertainment	87-year-old	1.0
Likelihood	entertainment	causes.	0.6
Likelihood	entertainment	1950	1.0
Likelihood	entertainment	sidney	0.6666666666666666
Likelihood	entertainment	poiter.	1.0
Likelihood	entertainment	jungle	0.7
Likelihood	entertainment	x.	0.75
Likelihood	entertainment	attallah	1.0
Likelihood	entertainment	shabazz	1.0
Likelihood	entertainment	x	0.7692307692307693
Likelihood	entertainment	eulogy	1.0
Likelihood	entertainment	funeral.	1.0
Likelihood	entertainment	harlem	1.0
Likelihood	entertainment	farewell	0.6
Likelihood	entertainment	finest	0.42857142857142855
Likelihood	entertainment	quoting	1.0
Likelihood	entertainment	ossie.	1.0
Likelihood	entertainment	ditto.	1.0
Likelihood	entertainment	forty	0.75
Likelihood	entertainment	someday	0.6666666666666666
Likelihood	sport	anyway	0.4444444444444444
Likelihood	entertainment	shade.	1.0
Likelihood	politics	residents	0.7777777777777778
Likelihood	entertainment	queue	0.75
Likelihood	entertainment	davis.	0.5
Likelihood	entertainment	wisdom	0.75
Likelihood	entertainment	humour	0.625
Likelihood	entertainment	ardent	0.5
Likelihood	sport	did.	0.5384615384615384
Likelihood	business	quiksilver	1.0
Likelihood	business	rossignol	1.0
Likelihood	business	skis	1.0
Likelihood	business	ski-maker	1.0
Likelihood	business	surfwear	1.0
Likelihood	business	quiksilver.	1.0
Likelihood	business	boix-vives	1.0
Likelihood	business	nike	1.0
Likelihood	business	k2	1.0
Likelihood	business	suitors.	1.0
Likelihood	business	17.70	1.0
Likelihood	business	7.8%	1.0
Likelihood	business	16.60	1.0
Likelihood	business	sounding	0.5
Likelihood	business	suitors	1.0
Likelihood	business	golf	0.6
Likelihood	business	snowboards	1.0
Likelihood	business	clothing.	0.5
Likelihood	sport	dallaglio	1.0
Likelihood	business	eyeing	0.6
Likelihood	sport	lawrence	0.7142857142857143
Likelihood	tech	harbours	0.6666666666666666
Likelihood	sport	assure	0.6666666666666666
Likelihood	sport	telegraph.	1.0
Likelihood	business	prolonged	0.75
Likelihood	sport	shelf-life.	1.0
Likelihood	sport	witnessed	0.5555555555555556
Likelihood	sport	trip.	1.0
Likelihood	business	crop	0.5555555555555556
Likelihood	business	rupee	1.0
Likelihood	business	(s&p)	1.0
Likelihood	business	43.305	1.0
Likelihood	business	43.41.	1.0
Likelihood	business	sessions.	0.5
Likelihood	business	s&p	1.0
Likelihood	business	borrowers	1.0
Likelihood	business	creditworthiness	1.0
Likelihood	sport	notch	0.6
Likelihood	business	bb+	1.0
Likelihood	business	buoying	1.0
Likelihood	business	rupee.	1.0
Likelihood	business	excuse	0.75
Likelihood	business	bhanu	1.0
Likelihood	business	baweja	1.0
Likelihood	business	ubs.	1.0
Likelihood	business	reversal.	1.0
Likelihood	business	grade	0.5
Likelihood	business	bbb-	1.0
Likelihood	sport	el	0.6
Likelihood	business	salvador	1.0
Likelihood	business	russia.	0.6666666666666666
Likelihood	sport	faultless	1.0
Likelihood	politics	bloke	0.5
Likelihood	sport	sportsman.	1.0
Likelihood	entertainment	shook	0.42857142857142855
Likelihood	sport	said;	1.0
Likelihood	sport	stats	0.5
Likelihood	tech	themselves:	0.6666666666666666
Likelihood	entertainment	vienna	0.7142857142857143
Likelihood	sport	open-era	1.0
Likelihood	sport	outplayed.	1.0
Likelihood	sport	twice.	0.6666666666666666
Likelihood	politics	prominent	0.6
Likelihood	tech	realistically	0.5555555555555556
Likelihood	sport	ranking.	1.0
Likelihood	sport	dominating	0.6666666666666666
Likelihood	sport	continues!	1.0
Likelihood	sport	ambassador	0.5
Likelihood	sport	languages;	1.0
Likelihood	sport	swiss-german.	1.0
Likelihood	sport	courtesy	0.5714285714285714
Likelihood	entertainment	humour.	0.5
Likelihood	entertainment	funny	0.5
Likelihood	sport	nice.	1.0
Likelihood	business	decade.	0.4166666666666667
Likelihood	entertainment	personality.	0.5
Likelihood	entertainment	collecting	0.2727272727272727
Likelihood	sport	waterford	1.0
Likelihood	business	convertible	0.75
Likelihood	sport	tasty	1.0
Likelihood	business	$1.5m	0.6666666666666666
Likelihood	business	addressed	0.5
Likelihood	sport	elude	0.6666666666666666
Likelihood	sport	ginepri	1.0
Likelihood	sport	fifteen-year-old	1.0
Likelihood	business	donald	0.4
Likelihood	business	brief	0.23076923076923078
Likelihood	sport	dispatched	1.0
Likelihood	sport	robby	1.0
Likelihood	sport	standings	1.0
Likelihood	sport	ginepri.	1.0
Likelihood	sport	left-handed	1.0
Likelihood	sport	deceptive.	1.0
Likelihood	sport	volleyed	1.0
Likelihood	sport	hyung-taik	1.0
Likelihood	sport	jan-michael	1.0
Likelihood	sport	gambill	1.0
Likelihood	sport	(7-4).	1.0
Likelihood	sport	hernych	1.0
Likelihood	sport	qualifier	1.0
Likelihood	sport	dancevic	1.0
Likelihood	sport	downed	1.0
Likelihood	sport	carlsen	1.0
Likelihood	sport	irakli	1.0
Likelihood	sport	labadze	1.0
Likelihood	sport	goldstein.	1.0
Likelihood	sport	andre	0.8823529411764706
Likelihood	sport	agassi	1.0
Likelihood	sport	collegiate	1.0
Likelihood	sport	mardy	1.0
Likelihood	entertainment	compiled	0.38461538461538464
Likelihood	entertainment	newcomers	0.5
Likelihood	entertainment	quirky	0.9
Likelihood	entertainment	disco-rock	1.0
Likelihood	entertainment	chili	1.0
Likelihood	entertainment	peppers	1.0
Likelihood	sport	hyde	0.8
Likelihood	entertainment	pete	0.7272727272727273
Likelihood	entertainment	mainstream.	1.0
Likelihood	entertainment	eccentric	0.5
Likelihood	entertainment	lapping	1.0
Likelihood	entertainment	bowie	1.0
Likelihood	politics	oxfam	0.42857142857142855
Likelihood	entertainment	hammersmith	1.0
Likelihood	entertainment	apollo	1.0
Likelihood	entertainment	featured	0.625
Likelihood	entertainment	rem	1.0
Likelihood	entertainment	razorlight	1.0
Likelihood	entertainment	coldplay	0.6666666666666666
Likelihood	entertainment	martin.	0.8571428571428571
Likelihood	entertainment	home-town	1.0
Likelihood	sport	credentials	1.0
Likelihood	sport	uncapped	1.0
Likelihood	sport	loose-head	1.0
Likelihood	business	racked	0.25
Likelihood	sport	mileage	1.0
Likelihood	sport	clock	0.3
Likelihood	sport	lad	1.0
Likelihood	sport	ball-carrier	1.0
Likelihood	sport	tackle-count.	1.0
Likelihood	politics	dai	0.5
Likelihood	entertainment	young.	0.5
Likelihood	tech	carrying	0.4782608695652174
Likelihood	sport	go-forward	1.0
Likelihood	entertainment	impresses	0.5
Likelihood	sport	work-rate	1.0
Likelihood	entertainment	excellent.	0.5
Likelihood	sport	scrummaging	1.0
Likelihood	sport	loose-head.	1.0
Likelihood	sport	eager	0.4
Likelihood	business	pitched	0.42857142857142855
Likelihood	sport	impressing	1.0
Likelihood	sport	internationals.	1.0
Likelihood	sport	well-recognised	1.0
Likelihood	sport	skill	0.4
Likelihood	business	behind.	0.5
Likelihood	sport	starts.	1.0
Likelihood	business	advice.	0.4
Likelihood	politics	leaned	1.0
Likelihood	politics	general.	0.5
Likelihood	politics	plain	0.5714285714285714
Likelihood	politics	1441.	1.0
Likelihood	politics	lawless	1.0
Likelihood	politics	unequivocal	1.0
Likelihood	politics	baroness	0.6923076923076923
Likelihood	politics	proceeded	1.0
Likelihood	entertainment	s]	0.5
Likelihood	politics	sands.	1.0
Likelihood	politics	warning:	1.0
Likelihood	business	revelations	0.5
Likelihood	politics	intensive	0.8
Likelihood	politics	cavalier	0.5
Likelihood	politics	menzies	1.0
Likelihood	politics	campbell	0.5769230769230769
Likelihood	politics	repeated	0.6666666666666666
Likelihood	politics	justifies	1.0
Likelihood	politics	non-publication	1.0
Likelihood	politics	fullest	1.0
Likelihood	business	disclosure.	0.5
Likelihood	politics	resolutions.	1.0
Likelihood	politics	his.	1.0
Likelihood	politics	ex-foreign	1.0
Likelihood	politics	published.	1.0
Likelihood	politics	pr&#233;cis	1.0
Likelihood	politics	blackberry	0.6
Likelihood	politics	blackberries	1.0
Likelihood	politics	ruled.	0.8
Likelihood	politics	pager	1.0
Likelihood	politics	accidentally	0.75
Likelihood	politics	expletive-laden	1.0
Likelihood	politics	journalist.	0.5
Likelihood	politics	earpieces.	1.0
Likelihood	politics	frowned	1.0
Likelihood	politics	rebuke	1.0
Likelihood	politics	deputies.	0.6666666666666666
Likelihood	politics	chairs	0.8
Likelihood	politics	enforcing	0.8333333333333334
Likelihood	politics	conventions	1.0
Likelihood	politics	allegiances.	1.0
Likelihood	business	clothing	0.5294117647058824
Likelihood	business	shedding	1.0
Likelihood	business	haute	1.0
Likelihood	business	couture	1.0
Likelihood	business	ready-to-wear	1.0
Likelihood	business	sum.	1.0
Likelihood	tech	ranges.	0.6666666666666666
Likelihood	business	florida-based	1.0
Likelihood	business	stores.	0.5
Likelihood	business	confirmed.	0.45454545454545453
Likelihood	entertainment	shrek	0.9285714285714286
Likelihood	entertainment	annies.	1.0
Likelihood	entertainment	bird	0.42857142857142855
Likelihood	entertainment	edna	1.0
Likelihood	entertainment	mode.	0.5
Likelihood	entertainment	empty-handed.	1.0
Likelihood	entertainment	$881m	1.0
Likelihood	entertainment	(£468m)	1.0
Likelihood	entertainment	$576m	1.0
Likelihood	entertainment	(£306m)	1.0
Likelihood	entertainment	incredibles.	1.0
Likelihood	entertainment	spongebob	1.0
Likelihood	entertainment	squarepants	1.0
Likelihood	entertainment	brittany	1.0
Likelihood	sport	kenny	0.6
Likelihood	entertainment	theater	1.0
Likelihood	entertainment	nemo	0.5714285714285714
Likelihood	entertainment	annies	1.0
Likelihood	tech	reads	0.75
Likelihood	tech	results.	0.3333333333333333
Likelihood	tech	speegle	1.0
Likelihood	tech	cec	1.0
Likelihood	tech	impairments.	1.0
Likelihood	tech	ever-popular	1.0
Likelihood	tech	search.	0.8571428571428571
Likelihood	tech	baffled	1.0
Likelihood	tech	jeeves	0.8947368421052632
Likelihood	business	query	0.5
Likelihood	tech	summarise	1.0
Likelihood	tech	renton.	1.0
Likelihood	tech	ideal	0.5625
Likelihood	tech	blurred	0.6
Likelihood	tech	(rnib)	1.0
Likelihood	tech	howell	1.0
Likelihood	tech	rnib	1.0
Likelihood	sport	doubts	0.3684210526315789
Likelihood	tech	springing	1.0
Likelihood	tech	specialised	0.6666666666666666
Likelihood	tech	panavox	1.0
Likelihood	tech	synthesised	1.0
Likelihood	politics	speech.	0.5
Likelihood	tech	compatible	0.8888888888888888
Likelihood	tech	connections.	0.8333333333333334
Likelihood	tech	bears	0.875
Likelihood	tech	resemblance	1.0
Likelihood	sport	silent	0.5
Likelihood	tech	bright	0.42857142857142855
Likelihood	tech	impairments	1.0
Likelihood	tech	rip-off.	1.0
Likelihood	politics	truth	0.625
Likelihood	tech	imitation	1.0
Likelihood	tech	sincerest	1.0
Likelihood	tech	flattery	1.0
Likelihood	business	words.	0.3333333333333333
Likelihood	tech	repetition	1.0
Likelihood	tech	robots	0.7931034482758621
Likelihood	tech	directive	0.9565217391304348
Likelihood	business	nigeria	0.875
Likelihood	business	branches.	1.0
Likelihood	business	profitable.	1.0
Likelihood	business	boards	0.3
Likelihood	business	nigerian-owned	1.0
Likelihood	tech	york-based	0.6
Likelihood	business	depository	1.0
Likelihood	politics	receipts	0.75
Likelihood	business	(32.8%)	1.0
Likelihood	business	banca	1.0
Likelihood	business	nazionale	1.0
Likelihood	business	lavoro	1.0
Likelihood	business	monte	0.5
Likelihood	business	paschi	1.0
Likelihood	business	siena	1.0
Likelihood	sport	tough-scrummaging	1.0
Likelihood	sport	resurgent	1.0
Likelihood	sport	rough	0.3333333333333333
Likelihood	tech	ride	0.375
Likelihood	sport	tight-head	1.0
Likelihood	sport	immense	0.46153846153846156
Likelihood	sport	reckoned	1.0
Likelihood	sport	depth.	1.0
Likelihood	tech	os	0.8
Likelihood	sport	du	0.5714285714285714
Likelihood	sport	randt	1.0
Likelihood	sport	32-16	1.0
Likelihood	business	relegated	0.75
Likelihood	sport	aided	1.0
Likelihood	sport	rowntree.	1.0
Likelihood	sport	wants.	1.0
Likelihood	business	toll	0.3076923076923077
Likelihood	sport	abbott.	1.0
Likelihood	sport	pat	0.8333333333333334
Likelihood	sport	leonard	0.6666666666666666
Likelihood	sport	awe	0.5
Likelihood	tech	realise	0.3333333333333333
Likelihood	tech	wavelength	0.6666666666666666
Likelihood	sport	raring	1.0
Likelihood	sport	red-hot	1.0
Likelihood	business	atmosphere.	0.25
Likelihood	sport	stadiums	1.0
Likelihood	sport	shouting	0.8
Likelihood	business	fc	0.5
Likelihood	business	£1.5m	1.0
Likelihood	business	($2.8m)	1.0
Likelihood	business	bskyb	0.5714285714285714
Likelihood	business	37.6%	1.0
Likelihood	business	owner.	0.3333333333333333
Likelihood	business	delisted	1.0
Likelihood	business	4.76%	1.0
Likelihood	business	wearside	1.0
Likelihood	business	42.3%.	1.0
Likelihood	business	31p	1.0
Likelihood	business	£1.53m	1.0
Likelihood	sport	meetings.	0.8333333333333334
Likelihood	business	experiencing	0.7142857142857143
Likelihood	business	uncertainty	0.5555555555555556
Likelihood	business	glazer	0.8787878787878788
Likelihood	business	unsettling	0.5
Likelihood	business	disparate	1.0
Likelihood	business	uncertainty.	1.0
Likelihood	business	promotion.	1.0
Likelihood	business	£20.6m	1.0
Likelihood	business	£1.2m	0.6666666666666666
Likelihood	business	£42.5m	1.0
Likelihood	business	£28.5m	1.0
Likelihood	business	expired	0.3333333333333333
Likelihood	entertainment	bosworth	1.0
Likelihood	entertainment	premiere	1.0
Likelihood	entertainment	croooner	1.0
Likelihood	entertainment	darin.	1.0
Likelihood	entertainment	darin	1.0
Likelihood	entertainment	sings	1.0
Likelihood	entertainment	soundtrack.	1.0
Likelihood	entertainment	dee.	1.0
Likelihood	entertainment	bloom.	1.0
Likelihood	entertainment	darkness	1.0
Likelihood	entertainment	recluse	1.0
Likelihood	entertainment	biopic.	1.0
Likelihood	entertainment	loved	0.5454545454545454
Likelihood	entertainment	westlife.	1.0
Likelihood	entertainment	oscar-winner	1.0
Likelihood	entertainment	mack	1.0
Likelihood	politics	lover	0.5
Likelihood	entertainment	childhood	0.8
Likelihood	entertainment	entertainers	1.0
Likelihood	entertainment	premiere.	1.0
Likelihood	entertainment	hoskins	1.0
Likelihood	entertainment	brenda	1.0
Likelihood	entertainment	blethyn	1.0
Likelihood	business	chartered	1.0
Likelihood	business	$3.3bn	1.0
Likelihood	business	(£1.8bn)	1.0
Likelihood	business	banks.	0.8333333333333334
Likelihood	business	acquiring	0.6666666666666666
Likelihood	business	(kfb)	1.0
Likelihood	business	fulfilled	0.5
Likelihood	business	objective	0.3333333333333333
Likelihood	business	kfb.	1.0
Likelihood	business	koram	1.0
Likelihood	business	hsbc	1.0
Likelihood	business	kfb	1.0
Likelihood	business	extensive	0.5384615384615384
Likelihood	business	$44bn.	1.0
Likelihood	business	paid...the	1.0
Likelihood	business	decisiveness	1.0
Likelihood	business	well-managed	0.5
Likelihood	business	conservatively	0.5
Likelihood	business	skilled	0.5714285714285714
Likelihood	business	118	0.5
Likelihood	business	institutional	1.0
Likelihood	business	contributing	0.5
Likelihood	business	925p	1.0
Likelihood	business	midday.	1.0
Likelihood	business	queried	0.3333333333333333
Likelihood	business	overpaid	1.0
Likelihood	business	accretive	1.0
Likelihood	business	51.4%	1.0
Likelihood	politics	operational	0.6
Likelihood	business	newbridge	1.0
Likelihood	business	nationalisation	1.0
Likelihood	business	asia-wide	1.0
Likelihood	tech	crippled	0.6
Likelihood	business	institutions.	1.0
Likelihood	business	4.5%	0.7272727272727273
Likelihood	business	export-driven	1.0
Likelihood	business	overtaken	0.4
Likelihood	business	decade	0.29411764705882354
Likelihood	business	followed;	1.0
Likelihood	business	restructured	1.0
Likelihood	business	loans.	1.0
Likelihood	business	namely	0.5
Likelihood	business	lille	0.6666666666666666
Likelihood	business	tourist	0.7
Likelihood	tech	destination	0.4
Likelihood	business	impressively	0.5
Likelihood	business	victorian	0.5
Likelihood	business	chambre	1.0
Likelihood	entertainment	beside	0.6666666666666666
Likelihood	business	halls	0.4
Likelihood	business	towns	0.2857142857142857
Likelihood	business	coal	0.9375
Likelihood	business	textiles	0.8571428571428571
Likelihood	business	pit	0.2857142857142857
Likelihood	business	1990.	1.0
Likelihood	business	beck-crespel	1.0
Likelihood	business	armentieres	1.0
Likelihood	business	lille.	1.0
Likelihood	business	worker	0.631578947368421
Likelihood	business	1945.	1.0
Likelihood	business	specialises	1.0
Likelihood	business	bolts	1.0
Likelihood	business	fixings	1.0
Likelihood	business	hugues	1.0
Likelihood	business	charbonnier	1.0
Likelihood	tech	(of	0.6
Likelihood	business	business)	1.0
Likelihood	politics	enlarged	0.8571428571428571
Likelihood	business	(if	1.0
Likelihood	business	that)	1.0
Likelihood	business	globalisation	1.0
Likelihood	business	hurting;	1.0
Likelihood	business	39	0.3333333333333333
Likelihood	business	struggling.	1.0
Likelihood	tech	difference.	0.6
Likelihood	sport	frederic	0.7777777777777778
Likelihood	business	sawicki	1.0
Likelihood	business	15%.	0.6666666666666666
Likelihood	business	crossroads	1.0
Likelihood	sport	passes	0.4444444444444444
Likelihood	entertainment	crane	0.5
Likelihood	business	huisman	1.0
Likelihood	business	itrec.	1.0
Likelihood	business	cranes	1.0
Likelihood	business	rigs	0.5
Likelihood	business	sunken	1.0
Likelihood	business	submarine	1.0
Likelihood	business	kursk	1.0
Likelihood	business	itrec	1.0
Likelihood	business	factory	0.6153846153846154
Likelihood	business	henk	0.5
Likelihood	business	addink	1.0
Likelihood	business	blames	0.8
Likelihood	tech	estimating	0.75
Likelihood	business	stifling	1.0
Likelihood	business	currencies	1.0
Likelihood	business	mired	0.5
Likelihood	business	2%.	1.0
Likelihood	business	year;	1.0
Likelihood	business	powerhouse	1.0
Likelihood	tech	changing.	0.6
Likelihood	business	boscholt	1.0
Likelihood	business	cordless	0.5
Likelihood	business	employs	0.9333333333333333
Likelihood	tech	hungary.	0.6666666666666666
Likelihood	business	herbert	0.75
Likelihood	business	stueker	1.0
Likelihood	sport	hungary	0.6
Likelihood	politics	reforming	0.6666666666666666
Likelihood	business	helmut	1.0
Likelihood	business	schneider	1.0
Likelihood	business	bonn	0.5
Likelihood	sport	madagascar	0.5
Likelihood	business	completes	0.6
Likelihood	business	malagasy	1.0
Likelihood	business	franc	1.0
Likelihood	business	ariary.	1.0
Likelihood	business	ariary	1.0
Likelihood	business	893	1.0
Likelihood	business	tender	0.875
Likelihood	business	exchangeable	1.0
Likelihood	business	phasing	1.0
Likelihood	business	colonial	0.4
Likelihood	tech	counterfeit	0.7692307692307693
Likelihood	business	francs	1.0
Likelihood	business	circulation.	0.5
Likelihood	business	sovereignty	0.6
Likelihood	entertainment	symbolic	0.5
Likelihood	business	monetary	0.7941176470588235
Likelihood	entertainment	1973	0.5454545454545454
Likelihood	business	pre-colonial	1.0
Likelihood	politics	apologise	0.48
Likelihood	politics	livingstone	0.9523809523809523
Likelihood	politics	nazi	0.9
Likelihood	entertainment	reporter.	0.5
Likelihood	politics	wright	0.375
Likelihood	politics	show:	1.0
Likelihood	politics	sorry.	1.0
Likelihood	politics	mindful	0.6666666666666666
Likelihood	politics	civility	1.0
Likelihood	entertainment	sadness	0.5
Likelihood	politics	regret.	1.0
Likelihood	sport	blew	0.375
Likelihood	politics	finegold	1.0
Likelihood	entertainment	marking	0.6
Likelihood	entertainment	gay	0.8181818181818182
Likelihood	politics	freelance	0.5
Likelihood	politics	restaurant	0.375
Likelihood	entertainment	critic	0.6153846153846154
Likelihood	politics	replies:	1.0
Likelihood	politics	criminal.	1.0
Likelihood	politics	ah	1.0
Likelihood	sport	apologise.	0.42857142857142855
Likelihood	politics	inspection	0.6666666666666666
Likelihood	politics	four-day	0.5
Likelihood	politics	2012	0.5
Likelihood	entertainment	watchdogs	0.4
Likelihood	politics	jews	1.0
Likelihood	business	opts	1.0
Likelihood	business	(mpc)	1.0
Likelihood	business	buoyant	0.7777777777777778
Likelihood	entertainment	fears.	0.5
Likelihood	politics	placing	0.5714285714285714
Likelihood	business	mpc	0.8823529411764706
Likelihood	politics	clearer	0.5
Likelihood	business	emerge.	1.0
Likelihood	business	assessing	0.5
Likelihood	business	check.	0.5
Likelihood	business	quieter	1.0
Likelihood	business	unchanged	0.75
Likelihood	business	reinforcing	0.5
Likelihood	business	halifax	1.0
Likelihood	sport	shaw	0.6153846153846154
Likelihood	business	hike.	1.0
Likelihood	business	archer	0.5
Likelihood	business	upside	0.5
Likelihood	business	widely-expected	1.0
Likelihood	business	(bcc)	1.0
Likelihood	business	clamour	1.0
Likelihood	politics	increases.	0.5
Likelihood	business	bcc	1.0
Likelihood	business	spite	0.75
Likelihood	business	mccafferty	0.75
Likelihood	business	cbi	0.8
Likelihood	business	horns	0.5
Likelihood	business	broader	0.3333333333333333
Likelihood	business	commodity	0.8181818181818182
Likelihood	politics	presume	1.0
Likelihood	politics	clarified	1.0
Likelihood	entertainment	jk	1.0
Likelihood	business	showbiz	0.5
Likelihood	entertainment	between-song	1.0
Likelihood	entertainment	banter.	1.0
Likelihood	entertainment	rundown.	1.0
Likelihood	entertainment	tuning	0.5
Likelihood	entertainment	tunes.	1.0
Likelihood	entertainment	ejecting	1.0
Likelihood	sport	wes	0.6
Likelihood	entertainment	butters	1.0
Likelihood	entertainment	relocating	0.6666666666666666
Likelihood	entertainment	slot.	1.0
Likelihood	entertainment	103	1.0
Likelihood	entertainment	playboyz	1.0
Likelihood	entertainment	maniacs	1.0
Likelihood	entertainment	granada	1.0
Likelihood	entertainment	pure	0.42857142857142855
Likelihood	entertainment	revamped	0.2857142857142857
Likelihood	entertainment	cheeky	1.0
Likelihood	business	laddish	0.5
Likelihood	entertainment	banter	0.8333333333333334
Likelihood	entertainment	punctuate	1.0
Likelihood	entertainment	rundown	1.0
Likelihood	entertainment	40.	1.0
Likelihood	tech	items	0.4444444444444444
Likelihood	business	reliance	0.9545454545454546
Likelihood	business	compact	0.3333333333333333
Likelihood	entertainment	vinyl	1.0
Likelihood	entertainment	cassette.	1.0
Likelihood	entertainment	grandma	1.0
Likelihood	entertainment	premature	0.5
Likelihood	entertainment	adds.	0.6666666666666666
Likelihood	entertainment	revived	1.0
Likelihood	entertainment	plumping	1.0
Likelihood	entertainment	verbalicious	1.0
Likelihood	entertainment	stereophonics	1.0
Likelihood	entertainment	fan.	0.5
Likelihood	tech	tastes	0.6666666666666666
Likelihood	tech	describes	0.4
Likelihood	entertainment	competent	0.5
Likelihood	entertainment	rapport	1.0
Likelihood	entertainment	jokes.	1.0
Likelihood	business	expectation	0.75
Likelihood	entertainment	entertaining.	1.0
Likelihood	entertainment	pour	0.5
Likelihood	politics	departments	0.72
Likelihood	entertainment	factual	0.8
Likelihood	entertainment	daytime	1.0
Likelihood	entertainment	jana	1.0
Likelihood	tech	efficiently	0.5
Likelihood	entertainment	commissioning	1.0
Likelihood	entertainment	lush	0.8888888888888888
Likelihood	entertainment	audiences;	1.0
Likelihood	entertainment	documentaries	0.6666666666666666
Likelihood	sport	birmingham.	0.7857142857142857
Likelihood	entertainment	independently.	0.5
Likelihood	entertainment	flourishing	1.0
Likelihood	entertainment	in-house	1.0
Likelihood	entertainment	mutually	0.3333333333333333
Likelihood	business	0.8%	1.0
Likelihood	business	statistical	0.8
Likelihood	business	insee	1.0
Likelihood	business	shove.	1.0
Likelihood	business	toutai	1.0
Likelihood	business	natexis	1.0
Likelihood	business	banques	1.0
Likelihood	business	populaires.	1.0
Likelihood	business	consume.	1.0
Likelihood	politics	efforts.	0.3333333333333333
Likelihood	business	outperforming	0.6666666666666666
Likelihood	business	1.3%	0.6666666666666666
Likelihood	business	claquin	1.0
Likelihood	business	ccf.	1.0
Likelihood	business	contributions	0.5
Likelihood	business	2.0	0.5
Likelihood	sport	marches	1.0
Likelihood	sport	guillermo	1.0
Likelihood	sport	canas	1.0
Likelihood	sport	acapulco.	1.0
Likelihood	business	brazil	0.7142857142857143
Likelihood	sport	puerta	1.0
Likelihood	sport	overcoming	0.6666666666666666
Likelihood	sport	felix	1.0
Likelihood	sport	mantilla	1.0
Likelihood	sport	7-6.	1.0
Likelihood	sport	novak	1.0
Likelihood	sport	eliminated	1.0
Likelihood	sport	agustin	1.0
Likelihood	sport	calleri.	1.0
Likelihood	sport	albert	0.5555555555555556
Likelihood	sport	montanes.	1.0
Likelihood	sport	montanes	1.0
Likelihood	sport	sixth-seeded	1.0
Likelihood	sport	filippo	0.6666666666666666
Likelihood	sport	volandri.	1.0
Likelihood	sport	calleri	1.0
Likelihood	sport	acapulco	1.0
Likelihood	sport	volandri	1.0
Likelihood	sport	improbable	1.0
Likelihood	sport	outlasting	1.0
Likelihood	business	deccan	1.0
Likelihood	business	acquire	0.5
Likelihood	business	avions	1.0
Likelihood	business	(atr).	1.0
Likelihood	politics	confidentiality	0.3333333333333333
Likelihood	politics	clause	0.5454545454545454
Likelihood	business	gorur	1.0
Likelihood	business	gopinath	1.0
Likelihood	business	$17.6m	1.0
Likelihood	business	(£9.49m)	1.0
Likelihood	business	atr	1.0
Likelihood	business	72-500	1.0
Likelihood	tech	lease	0.8
Likelihood	business	airplanes.	1.0
Likelihood	tech	cities.	0.3333333333333333
Likelihood	business	evaluation	0.5
Likelihood	business	bombardier	1.0
Likelihood	business	haul	0.5
Likelihood	business	routes.	0.5
Likelihood	business	bagnato	1.0
Likelihood	business	bangalore.	1.0
Likelihood	business	ryanair.	1.0
Likelihood	business	entrepreneur	0.6
Likelihood	business	travel.	1.0
Likelihood	politics	waits	0.8
Likelihood	politics	observer	0.42857142857142855
Likelihood	politics	barrage	1.0
Likelihood	politics	needless	0.6666666666666666
Likelihood	politics	panic	0.8
Likelihood	politics	liability	1.0
Likelihood	tech	upsurge	0.5714285714285714
Likelihood	business	administration.	0.5714285714285714
Likelihood	politics	encounters	0.5
Likelihood	sport	sessions	0.4
Likelihood	politics	teachers	0.7241379310344828
Likelihood	politics	professionals	0.4444444444444444
Likelihood	politics	frivolous	1.0
Likelihood	business	lawsuits.	0.5
Likelihood	politics	nursery	0.75
Likelihood	business	wet	0.5
Likelihood	politics	[against	1.0
Likelihood	politics	them]	1.0
Likelihood	tech	literally	0.5833333333333334
Likelihood	business	£200m	0.75
Likelihood	politics	outbreak	0.5
Likelihood	politics	sudan	0.3333333333333333
Likelihood	politics	scare.	0.5
Likelihood	politics	tradesman	1.0
Likelihood	business	electric	0.6666666666666666
Likelihood	business	benefited	0.6
Likelihood	business	provinces	1.0
Likelihood	business	hydroelectric-power	1.0
Likelihood	business	generator	0.6666666666666666
Likelihood	business	3bn	1.0
Likelihood	business	($365m;	1.0
Likelihood	business	£190m)	1.0
Likelihood	business	6.2bn	1.0
Likelihood	business	20%.	0.5
Likelihood	business	overheat.	1.0
Likelihood	business	supply.	1.0
Likelihood	business	worries.	1.0
Likelihood	business	reasons.	0.42857142857142855
